"Plot Title: Baro_2022-08-29"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 20175475, SEN S/N: 20175475)","Temp, °C (LGR S/N: 20175475, SEN S/N: 20175475)","Coupler Detached (LGR S/N: 20175475)","Coupler Attached (LGR S/N: 20175475)","Host Connected (LGR S/N: 20175475)","Stopped (LGR S/N: 20175475)","End Of File (LGR S/N: 20175475)"
40,08/29/22 12:05:50 PM,101.753,37.384,,,,,
41,08/29/22 12:06:00 PM,101.757,37.494,,,,,
42,08/29/22 12:06:10 PM,101.757,37.494,,,,,
43,08/29/22 12:06:20 PM,101.761,37.604,,,,,
44,08/29/22 12:06:30 PM,101.741,37.604,,,,,
45,08/29/22 12:06:40 PM,101.755,37.714,,,,,
46,08/29/22 12:06:50 PM,101.765,37.714,,,,,
47,08/29/22 12:07:00 PM,101.758,37.824,,,,,
48,08/29/22 12:07:10 PM,101.758,37.824,,,,,
49,08/29/22 12:07:20 PM,101.752,37.935,,,,,
50,08/29/22 12:07:30 PM,101.772,37.935,,,,,
51,08/29/22 12:07:40 PM,101.776,38.046,,,,,
52,08/29/22 12:07:50 PM,101.756,38.046,,,,,
53,08/29/22 12:08:00 PM,101.746,38.046,,,,,
54,08/29/22 12:08:10 PM,101.750,38.157,,,,,
55,08/29/22 12:08:20 PM,101.760,38.157,,,,,
56,08/29/22 12:08:30 PM,101.763,38.268,,,,,
57,08/29/22 12:08:40 PM,101.763,38.268,,,,,
58,08/29/22 12:08:50 PM,101.763,38.268,,,,,
59,08/29/22 12:09:00 PM,101.753,38.268,,,,,
60,08/29/22 12:09:10 PM,101.767,38.379,,,,,
61,08/29/22 12:09:20 PM,101.757,38.379,,,,,
62,08/29/22 12:09:30 PM,101.757,38.379,,,,,
63,08/29/22 12:09:40 PM,101.757,38.379,,,,,
64,08/29/22 12:09:50 PM,101.757,38.379,,,,,
65,08/29/22 12:10:00 PM,101.757,38.379,,,,,
66,08/29/22 12:10:10 PM,101.757,38.379,,,,,
67,08/29/22 12:10:20 PM,101.757,38.379,,,,,
68,08/29/22 12:10:30 PM,101.747,38.379,,,,,
69,08/29/22 12:10:40 PM,101.737,38.379,,,,,
70,08/29/22 12:10:50 PM,101.747,38.379,,,,,
71,08/29/22 12:11:00 PM,101.757,38.379,,,,,
72,08/29/22 12:11:10 PM,101.747,38.379,,,,,
73,08/29/22 12:11:20 PM,101.757,38.379,,,,,
74,08/29/22 12:11:30 PM,101.747,38.379,,,,,
75,08/29/22 12:11:40 PM,101.753,38.268,,,,,
76,08/29/22 12:11:50 PM,101.753,38.268,,,,,
77,08/29/22 12:12:00 PM,101.743,38.268,,,,,
78,08/29/22 12:12:10 PM,101.753,38.268,,,,,
79,08/29/22 12:12:20 PM,101.763,38.268,,,,,
80,08/29/22 12:12:30 PM,101.753,38.268,,,,,
81,08/29/22 12:12:40 PM,101.740,38.157,,,,,
82,08/29/22 12:12:50 PM,101.740,38.157,,,,,
83,08/29/22 12:13:00 PM,101.750,38.157,,,,,
84,08/29/22 12:13:10 PM,101.750,38.157,,,,,
85,08/29/22 12:13:20 PM,101.746,38.046,,,,,
86,08/29/22 12:13:30 PM,101.756,38.046,,,,,
87,08/29/22 12:13:40 PM,101.756,38.046,,,,,
88,08/29/22 12:13:50 PM,101.756,38.046,,,,,
89,08/29/22 12:14:00 PM,101.762,37.935,,,,,
90,08/29/22 12:14:10 PM,101.762,37.935,,,,,
91,08/29/22 12:14:20 PM,101.772,37.935,,,,,
92,08/29/22 12:14:30 PM,101.762,37.935,,,,,
93,08/29/22 12:14:40 PM,101.758,37.824,,,,,
94,08/29/22 12:14:50 PM,101.768,37.824,,,,,
95,08/29/22 12:15:00 PM,101.778,37.824,,,,,
96,08/29/22 12:15:10 PM,101.775,37.714,,,,,
97,08/29/22 12:15:20 PM,101.755,37.714,,,,,
98,08/29/22 12:15:30 PM,101.775,37.714,,,,,
99,08/29/22 12:15:40 PM,101.771,37.604,,,,,
100,08/29/22 12:15:50 PM,101.771,37.604,,,,,
101,08/29/22 12:16:00 PM,101.781,37.604,,,,,
102,08/29/22 12:16:10 PM,101.781,37.604,,,,,
103,08/29/22 12:16:20 PM,101.767,37.494,,,,,
104,08/29/22 12:16:30 PM,101.787,37.494,,,,,
105,08/29/22 12:16:40 PM,101.787,37.494,,,,,
106,08/29/22 12:16:50 PM,101.767,37.494,,,,,
107,08/29/22 12:17:00 PM,101.763,37.384,,,,,
108,08/29/22 12:17:10 PM,101.773,37.384,,,,,
109,08/29/22 12:17:20 PM,101.783,37.384,,,,,
110,08/29/22 12:17:30 PM,101.773,37.384,,,,,
111,08/29/22 12:17:40 PM,101.773,37.384,,,,,
112,08/29/22 12:17:50 PM,101.753,37.384,,,,,
113,08/29/22 12:18:00 PM,101.760,37.274,,,,,
114,08/29/22 12:18:10 PM,101.750,37.274,,,,,
115,08/29/22 12:18:20 PM,101.770,37.274,,,,,
116,08/29/22 12:18:30 PM,101.770,37.274,,,,,
117,08/29/22 12:18:40 PM,101.770,37.274,,,,,
118,08/29/22 12:18:50 PM,101.770,37.274,,,,,
119,08/29/22 12:19:00 PM,101.786,37.165,,,,,
120,08/29/22 12:19:10 PM,101.766,37.165,,,,,
121,08/29/22 12:19:20 PM,101.776,37.165,,,,,
122,08/29/22 12:19:30 PM,101.766,37.165,,,,,
123,08/29/22 12:19:40 PM,101.762,37.055,,,,,
124,08/29/22 12:19:50 PM,101.752,37.055,,,,,
125,08/29/22 12:20:00 PM,101.762,37.055,,,,,
126,08/29/22 12:20:10 PM,101.768,36.946,,,,,
127,08/29/22 12:20:20 PM,101.758,36.946,,,,,
128,08/29/22 12:20:30 PM,101.768,36.946,,,,,
129,08/29/22 12:20:40 PM,101.768,36.946,,,,,
130,08/29/22 12:20:50 PM,101.755,36.837,,,,,
131,08/29/22 12:21:00 PM,101.745,36.837,,,,,
132,08/29/22 12:21:10 PM,101.765,36.837,,,,,
133,08/29/22 12:21:20 PM,101.765,36.837,,,,,
134,08/29/22 12:21:30 PM,101.741,36.728,,,,,
135,08/29/22 12:21:40 PM,101.761,36.728,,,,,
136,08/29/22 12:21:50 PM,101.751,36.728,,,,,
137,08/29/22 12:22:00 PM,101.771,36.728,,,,,
138,08/29/22 12:22:10 PM,101.761,36.728,,,,,
139,08/29/22 12:22:20 PM,101.757,36.620,,,,,
140,08/29/22 12:22:30 PM,101.757,36.620,,,,,
141,08/29/22 12:22:40 PM,101.757,36.620,,,,,
142,08/29/22 12:22:50 PM,101.747,36.620,,,,,
143,08/29/22 12:23:00 PM,101.743,36.511,,,,,
144,08/29/22 12:23:10 PM,101.753,36.511,,,,,
145,08/29/22 12:23:20 PM,101.773,36.511,,,,,
146,08/29/22 12:23:30 PM,101.753,36.511,,,,,
147,08/29/22 12:23:40 PM,101.760,36.403,,,,,
148,08/29/22 12:23:50 PM,101.770,36.403,,,,,
149,08/29/22 12:24:00 PM,101.780,36.403,,,,,
150,08/29/22 12:24:10 PM,101.760,36.403,,,,,
151,08/29/22 12:24:20 PM,101.756,36.295,,,,,
152,08/29/22 12:24:30 PM,101.766,36.295,,,,,
153,08/29/22 12:24:40 PM,101.766,36.295,,,,,
154,08/29/22 12:24:50 PM,101.756,36.295,,,,,
155,08/29/22 12:25:00 PM,101.762,36.187,,,,,
156,08/29/22 12:25:10 PM,101.742,36.187,,,,,
157,08/29/22 12:25:20 PM,101.772,36.187,,,,,
158,08/29/22 12:25:30 PM,101.762,36.187,,,,,
159,08/29/22 12:25:40 PM,101.759,36.079,,,,,
160,08/29/22 12:25:50 PM,101.749,36.079,,,,,
161,08/29/22 12:26:00 PM,101.759,36.079,,,,,
162,08/29/22 12:26:10 PM,101.769,36.079,,,,,
163,08/29/22 12:26:20 PM,101.769,36.079,,,,,
164,08/29/22 12:26:30 PM,101.765,35.971,,,,,
165,08/29/22 12:26:40 PM,101.765,35.971,,,,,
166,08/29/22 12:26:50 PM,101.765,35.971,,,,,
167,08/29/22 12:27:00 PM,101.755,35.971,,,,,
168,08/29/22 12:27:10 PM,101.751,35.864,,,,,
169,08/29/22 12:27:20 PM,101.751,35.864,,,,,
170,08/29/22 12:27:30 PM,101.761,35.864,,,,,
171,08/29/22 12:27:40 PM,101.771,35.864,,,,,
172,08/29/22 12:27:50 PM,101.758,35.756,,,,,
173,08/29/22 12:28:00 PM,101.748,35.756,,,,,
174,08/29/22 12:28:10 PM,101.758,35.756,,,,,
175,08/29/22 12:28:20 PM,101.748,35.756,,,,,
176,08/29/22 12:28:30 PM,101.754,35.649,,,,,
177,08/29/22 12:28:40 PM,101.764,35.649,,,,,
178,08/29/22 12:28:50 PM,101.754,35.649,,,,,
179,08/29/22 12:29:00 PM,101.744,35.649,,,,,
180,08/29/22 12:29:10 PM,101.740,35.542,,,,,
181,08/29/22 12:29:20 PM,101.740,35.542,,,,,
182,08/29/22 12:29:30 PM,101.750,35.542,,,,,
183,08/29/22 12:29:40 PM,101.750,35.542,,,,,
184,08/29/22 12:29:50 PM,101.750,35.542,,,,,
185,08/29/22 12:30:00 PM,101.747,35.435,,,,,
186,08/29/22 12:30:10 PM,101.757,35.435,,,,,
187,08/29/22 12:30:20 PM,101.747,35.435,,,,,
188,08/29/22 12:30:30 PM,101.727,35.435,,,,,
189,08/29/22 12:30:40 PM,101.737,35.435,,,,,
190,08/29/22 12:30:50 PM,101.743,35.328,,,,,
191,08/29/22 12:31:00 PM,101.733,35.328,,,,,
192,08/29/22 12:31:10 PM,101.733,35.328,,,,,
193,08/29/22 12:31:20 PM,101.743,35.328,,,,,
194,08/29/22 12:31:30 PM,101.733,35.328,,,,,
195,08/29/22 12:31:40 PM,101.723,35.328,,,,,
196,08/29/22 12:31:50 PM,101.729,35.222,,,,,
197,08/29/22 12:32:00 PM,101.729,35.222,,,,,
198,08/29/22 12:32:10 PM,101.729,35.222,,,,,
199,08/29/22 12:32:20 PM,101.729,35.222,,,,,
200,08/29/22 12:32:30 PM,101.739,35.222,,,,,
201,08/29/22 12:32:40 PM,101.756,35.115,,,,,
202,08/29/22 12:32:50 PM,101.736,35.115,,,,,
203,08/29/22 12:33:00 PM,101.746,35.115,,,,,
204,08/29/22 12:33:10 PM,101.726,35.115,,,,,
205,08/29/22 12:33:20 PM,101.736,35.115,,,,,
206,08/29/22 12:33:30 PM,101.712,35.009,,,,,
207,08/29/22 12:33:40 PM,101.732,35.009,,,,,
208,08/29/22 12:33:50 PM,101.722,35.009,,,,,
209,08/29/22 12:34:00 PM,101.722,35.009,,,,,
210,08/29/22 12:34:10 PM,101.732,35.009,,,,,
211,08/29/22 12:34:20 PM,101.732,35.009,,,,,
212,08/29/22 12:34:30 PM,101.718,34.903,,,,,
213,08/29/22 12:34:40 PM,101.718,34.903,,,,,
214,08/29/22 12:34:50 PM,101.728,34.903,,,,,
215,08/29/22 12:35:00 PM,101.728,34.903,,,,,
216,08/29/22 12:35:10 PM,101.728,34.903,,,,,
217,08/29/22 12:35:20 PM,101.705,34.796,,,,,
218,08/29/22 12:35:30 PM,101.715,34.796,,,,,
219,08/29/22 12:35:40 PM,101.725,34.796,,,,,
220,08/29/22 12:35:50 PM,101.725,34.796,,,,,
221,08/29/22 12:36:00 PM,101.725,34.796,,,,,
222,08/29/22 12:36:10 PM,101.745,34.796,,,,,
223,08/29/22 12:36:20 PM,101.705,34.796,,,,,
224,08/29/22 12:36:30 PM,101.701,34.691,,,,,
225,08/29/22 12:36:40 PM,101.721,34.691,,,,,
226,08/29/22 12:36:50 PM,101.721,34.691,,,,,
227,08/29/22 12:37:00 PM,101.711,34.691,,,,,
228,08/29/22 12:37:10 PM,101.711,34.691,,,,,
229,08/29/22 12:37:20 PM,101.731,34.691,,,,,
230,08/29/22 12:37:30 PM,101.727,34.585,,,,,
231,08/29/22 12:37:40 PM,101.727,34.585,,,,,
232,08/29/22 12:37:50 PM,101.707,34.585,,,,,
233,08/29/22 12:38:00 PM,101.717,34.585,,,,,
234,08/29/22 12:38:10 PM,101.717,34.585,,,,,
235,08/29/22 12:38:20 PM,101.717,34.585,,,,,
236,08/29/22 12:38:30 PM,101.727,34.585,,,,,
237,08/29/22 12:38:40 PM,101.704,34.479,,,,,
238,08/29/22 12:38:50 PM,101.714,34.479,,,,,
239,08/29/22 12:39:00 PM,101.714,34.479,,,,,
240,08/29/22 12:39:10 PM,101.714,34.479,,,,,
241,08/29/22 12:39:20 PM,101.714,34.479,,,,,
242,08/29/22 12:39:30 PM,101.704,34.479,,,,,
243,08/29/22 12:39:40 PM,101.694,34.479,,,,,
244,08/29/22 12:39:50 PM,101.714,34.479,,,,,
245,08/29/22 12:40:00 PM,101.710,34.374,,,,,
246,08/29/22 12:40:10 PM,101.710,34.374,,,,,
247,08/29/22 12:40:20 PM,101.720,34.374,,,,,
248,08/29/22 12:40:30 PM,101.710,34.374,,,,,
249,08/29/22 12:40:40 PM,101.720,34.374,,,,,
250,08/29/22 12:40:50 PM,101.720,34.374,,,,,
251,08/29/22 12:41:00 PM,101.706,34.268,,,,,
252,08/29/22 12:41:10 PM,101.716,34.268,,,,,
253,08/29/22 12:41:20 PM,101.716,34.268,,,,,
254,08/29/22 12:41:30 PM,101.736,34.268,,,,,
255,08/29/22 12:41:40 PM,101.726,34.268,,,,,
256,08/29/22 12:41:50 PM,101.716,34.268,,,,,
257,08/29/22 12:42:00 PM,101.726,34.268,,,,,
258,08/29/22 12:42:10 PM,101.736,34.268,,,,,
259,08/29/22 12:42:20 PM,101.716,34.268,,,,,
260,08/29/22 12:42:30 PM,101.716,34.268,,,,,
261,08/29/22 12:42:40 PM,101.726,34.268,,,,,
262,08/29/22 12:42:50 PM,101.736,34.268,,,,,
263,08/29/22 12:43:00 PM,101.726,34.268,,,,,
264,08/29/22 12:43:10 PM,101.716,34.268,,,,,
265,08/29/22 12:43:20 PM,101.706,34.268,,,,,
266,08/29/22 12:43:30 PM,101.716,34.268,,,,,
267,08/29/22 12:43:40 PM,101.716,34.268,,,,,
268,08/29/22 12:43:50 PM,101.706,34.268,,,,,
269,08/29/22 12:44:00 PM,101.706,34.268,,,,,
270,08/29/22 12:44:10 PM,101.716,34.268,,,,,
271,08/29/22 12:44:20 PM,101.716,34.268,,,,,
272,08/29/22 12:44:30 PM,101.736,34.268,,,,,
273,08/29/22 12:44:40 PM,101.726,34.268,,,,,
274,08/29/22 12:44:50 PM,101.726,34.268,,,,,
275,08/29/22 12:45:00 PM,101.726,34.268,,,,,
276,08/29/22 12:45:10 PM,101.726,34.268,,,,,
277,08/29/22 12:45:20 PM,101.736,34.268,,,,,
278,08/29/22 12:45:30 PM,101.726,34.268,,,,,
279,08/29/22 12:45:40 PM,101.726,34.268,,,,,
280,08/29/22 12:45:50 PM,101.726,34.268,,,,,
281,08/29/22 12:46:00 PM,101.726,34.268,,,,,
282,08/29/22 12:46:10 PM,101.730,34.374,,,,,
283,08/29/22 12:46:20 PM,101.720,34.374,,,,,
284,08/29/22 12:46:30 PM,101.730,34.374,,,,,
285,08/29/22 12:46:40 PM,101.730,34.374,,,,,
286,08/29/22 12:46:50 PM,101.740,34.374,,,,,
287,08/29/22 12:47:00 PM,101.750,34.374,,,,,
288,08/29/22 12:47:10 PM,101.730,34.374,,,,,
289,08/29/22 12:47:20 PM,101.730,34.374,,,,,
290,08/29/22 12:47:30 PM,101.720,34.374,,,,,
291,08/29/22 12:47:40 PM,101.730,34.374,,,,,
292,08/29/22 12:47:50 PM,101.730,34.374,,,,,
293,08/29/22 12:48:00 PM,101.720,34.374,,,,,
294,08/29/22 12:48:10 PM,101.730,34.374,,,,,
295,08/29/22 12:48:20 PM,101.730,34.374,,,,,
296,08/29/22 12:48:30 PM,101.740,34.374,,,,,
297,08/29/22 12:48:40 PM,101.720,34.374,,,,,
298,08/29/22 12:48:50 PM,101.730,34.374,,,,,
299,08/29/22 12:49:00 PM,101.720,34.374,,,,,
300,08/29/22 12:49:10 PM,101.720,34.374,,,,,
301,08/29/22 12:49:20 PM,101.730,34.374,,,,,
302,08/29/22 12:49:30 PM,101.730,34.374,,,,,
303,08/29/22 12:49:40 PM,101.730,34.374,,,,,
304,08/29/22 12:49:50 PM,101.740,34.374,,,,,
305,08/29/22 12:50:00 PM,101.740,34.374,,,,,
306,08/29/22 12:50:10 PM,101.730,34.374,,,,,
307,08/29/22 12:50:20 PM,101.730,34.374,,,,,
308,08/29/22 12:50:30 PM,101.740,34.374,,,,,
309,08/29/22 12:50:40 PM,101.740,34.374,,,,,
310,08/29/22 12:50:50 PM,101.724,34.479,,,,,
311,08/29/22 12:51:00 PM,101.724,34.479,,,,,
312,08/29/22 12:51:10 PM,101.724,34.479,,,,,
313,08/29/22 12:51:20 PM,101.734,34.479,,,,,
314,08/29/22 12:51:30 PM,101.734,34.479,,,,,
315,08/29/22 12:51:40 PM,101.714,34.479,,,,,
316,08/29/22 12:51:50 PM,101.724,34.479,,,,,
317,08/29/22 12:52:00 PM,101.734,34.479,,,,,
318,08/29/22 12:52:10 PM,101.744,34.479,,,,,
319,08/29/22 12:52:20 PM,101.734,34.479,,,,,
320,08/29/22 12:52:30 PM,101.724,34.479,,,,,
321,08/29/22 12:52:40 PM,101.734,34.479,,,,,
322,08/29/22 12:52:50 PM,101.724,34.479,,,,,
323,08/29/22 12:53:00 PM,101.714,34.479,,,,,
324,08/29/22 12:53:10 PM,101.714,34.479,,,,,
325,08/29/22 12:53:20 PM,101.734,34.479,,,,,
326,08/29/22 12:53:30 PM,101.724,34.479,,,,,
327,08/29/22 12:53:40 PM,101.724,34.479,,,,,
328,08/29/22 12:53:50 PM,101.727,34.585,,,,,
329,08/29/22 12:54:00 PM,101.727,34.585,,,,,
330,08/29/22 12:54:10 PM,101.727,34.585,,,,,
331,08/29/22 12:54:20 PM,101.727,34.585,,,,,
332,08/29/22 12:54:30 PM,101.727,34.585,,,,,
333,08/29/22 12:54:40 PM,101.727,34.585,,,,,
334,08/29/22 12:54:50 PM,101.737,34.585,,,,,
335,08/29/22 12:55:00 PM,101.737,34.585,,,,,
336,08/29/22 12:55:10 PM,101.757,34.585,,,,,
337,08/29/22 12:55:20 PM,101.727,34.585,,,,,
338,08/29/22 12:55:30 PM,101.727,34.585,,,,,
339,08/29/22 12:55:40 PM,101.727,34.585,,,,,
340,08/29/22 12:55:50 PM,101.721,34.691,,,,,
341,08/29/22 12:56:00 PM,101.741,34.691,,,,,
342,08/29/22 12:56:10 PM,101.721,34.691,,,,,
343,08/29/22 12:56:20 PM,101.741,34.691,,,,,
344,08/29/22 12:56:30 PM,101.751,34.691,,,,,
345,08/29/22 12:56:40 PM,101.731,34.691,,,,,
346,08/29/22 12:56:50 PM,101.731,34.691,,,,,
347,08/29/22 12:57:00 PM,101.721,34.691,,,,,
348,08/29/22 12:57:10 PM,101.741,34.691,,,,,
349,08/29/22 12:57:20 PM,101.725,34.796,,,,,
350,08/29/22 12:57:30 PM,101.735,34.796,,,,,
351,08/29/22 12:57:40 PM,101.725,34.796,,,,,
352,08/29/22 12:57:50 PM,101.745,34.796,,,,,
353,08/29/22 12:58:00 PM,101.735,34.796,,,,,
354,08/29/22 12:58:10 PM,101.745,34.796,,,,,
355,08/29/22 12:58:20 PM,101.755,34.796,,,,,
356,08/29/22 12:58:30 PM,101.745,34.796,,,,,
357,08/29/22 12:58:40 PM,101.738,34.903,,,,,
358,08/29/22 12:58:50 PM,101.738,34.903,,,,,
359,08/29/22 12:59:00 PM,101.728,34.903,,,,,
360,08/29/22 12:59:10 PM,101.728,34.903,,,,,
361,08/29/22 12:59:20 PM,101.718,34.903,,,,,
362,08/29/22 12:59:30 PM,101.738,34.903,,,,,
363,08/29/22 12:59:40 PM,101.722,35.009,,,,,
364,08/29/22 12:59:50 PM,101.732,35.009,,,,,
365,08/29/22 01:00:00 PM,101.722,35.009,,,,,
366,08/29/22 01:00:10 PM,101.722,35.009,,,,,
367,08/29/22 01:00:20 PM,101.722,35.009,,,,,
368,08/29/22 01:00:30 PM,101.726,35.115,,,,,
369,08/29/22 01:00:40 PM,101.736,35.115,,,,,
370,08/29/22 01:00:50 PM,101.736,35.115,,,,,
371,08/29/22 01:01:00 PM,101.716,35.115,,,,,
372,08/29/22 01:01:10 PM,101.716,35.115,,,,,
373,08/29/22 01:01:20 PM,101.726,35.115,,,,,
374,08/29/22 01:01:30 PM,101.716,35.115,,,,,
375,08/29/22 01:01:40 PM,101.719,35.222,,,,,
376,08/29/22 01:01:50 PM,101.719,35.222,,,,,
377,08/29/22 01:02:00 PM,101.719,35.222,,,,,
378,08/29/22 01:02:10 PM,101.719,35.222,,,,,
379,08/29/22 01:02:20 PM,101.709,35.222,,,,,
380,08/29/22 01:02:30 PM,101.713,35.328,,,,,
381,08/29/22 01:02:40 PM,101.723,35.328,,,,,
382,08/29/22 01:02:50 PM,101.723,35.328,,,,,
383,08/29/22 01:03:00 PM,101.723,35.328,,,,,
384,08/29/22 01:03:10 PM,101.713,35.328,,,,,
385,08/29/22 01:03:20 PM,101.703,35.328,,,,,
386,08/29/22 01:03:30 PM,101.717,35.435,,,,,
387,08/29/22 01:03:40 PM,101.727,35.435,,,,,
388,08/29/22 01:03:50 PM,101.727,35.435,,,,,
389,08/29/22 01:04:00 PM,101.717,35.435,,,,,
390,08/29/22 01:04:10 PM,101.730,35.542,,,,,
391,08/29/22 01:04:20 PM,101.720,35.542,,,,,
392,08/29/22 01:04:30 PM,101.720,35.542,,,,,
393,08/29/22 01:04:40 PM,101.720,35.542,,,,,
394,08/29/22 01:04:50 PM,101.720,35.542,,,,,
395,08/29/22 01:05:00 PM,101.734,35.649,,,,,
396,08/29/22 01:05:10 PM,101.724,35.649,,,,,
397,08/29/22 01:05:20 PM,101.724,35.649,,,,,
398,08/29/22 01:05:30 PM,101.724,35.649,,,,,
399,08/29/22 01:05:40 PM,101.738,35.756,,,,,
400,08/29/22 01:05:50 PM,101.728,35.756,,,,,
401,08/29/22 01:06:00 PM,101.728,35.756,,,,,
402,08/29/22 01:06:10 PM,101.721,35.864,,,,,
403,08/29/22 01:06:20 PM,101.731,35.864,,,,,
404,08/29/22 01:06:30 PM,101.731,35.864,,,,,
405,08/29/22 01:06:40 PM,101.731,35.864,,,,,
406,08/29/22 01:06:50 PM,101.735,35.971,,,,,
407,08/29/22 01:07:00 PM,101.745,35.971,,,,,
408,08/29/22 01:07:10 PM,101.735,35.971,,,,,
409,08/29/22 01:07:20 PM,101.739,36.079,,,,,
410,08/29/22 01:07:30 PM,101.739,36.079,,,,,
411,08/29/22 01:07:40 PM,101.729,36.079,,,,,
412,08/29/22 01:07:50 PM,101.749,36.079,,,,,
413,08/29/22 01:08:00 PM,101.742,36.187,,,,,
414,08/29/22 01:08:10 PM,101.722,36.187,,,,,
415,08/29/22 01:08:20 PM,101.742,36.187,,,,,
416,08/29/22 01:08:30 PM,101.722,36.187,,,,,
417,08/29/22 01:08:40 PM,101.726,36.295,,,,,
418,08/29/22 01:08:50 PM,101.736,36.295,,,,,
419,08/29/22 01:09:00 PM,101.736,36.295,,,,,
420,08/29/22 01:09:10 PM,101.730,36.403,,,,,
421,08/29/22 01:09:20 PM,101.740,36.403,,,,,
422,08/29/22 01:09:30 PM,101.750,36.403,,,,,
423,08/29/22 01:09:40 PM,101.763,36.511,,,,,
424,08/29/22 01:09:50 PM,101.763,36.511,,,,,
425,08/29/22 01:10:00 PM,101.753,36.511,,,,,
426,08/29/22 01:10:10 PM,101.743,36.511,,,,,
427,08/29/22 01:10:20 PM,101.747,36.620,,,,,
428,08/29/22 01:10:30 PM,101.737,36.620,,,,,
429,08/29/22 01:10:40 PM,101.747,36.620,,,,,
430,08/29/22 01:10:50 PM,101.737,36.620,,,,,
431,08/29/22 01:11:00 PM,101.751,36.728,,,,,
432,08/29/22 01:11:10 PM,101.741,36.728,,,,,
433,08/29/22 01:11:20 PM,101.741,36.728,,,,,
434,08/29/22 01:11:30 PM,101.741,36.728,,,,,
435,08/29/22 01:11:40 PM,101.731,36.728,,,,,
436,08/29/22 01:11:50 PM,101.755,36.837,,,,,
437,08/29/22 01:12:00 PM,101.745,36.837,,,,,
438,08/29/22 01:12:10 PM,101.745,36.837,,,,,
439,08/29/22 01:12:20 PM,101.755,36.837,,,,,
440,08/29/22 01:12:30 PM,101.738,36.946,,,,,
441,08/29/22 01:12:40 PM,101.728,36.946,,,,,
442,08/29/22 01:12:50 PM,101.728,36.946,,,,,
443,08/29/22 01:13:00 PM,101.718,36.946,,,,,
444,08/29/22 01:13:10 PM,101.728,36.946,,,,,
445,08/29/22 01:13:20 PM,101.722,37.055,,,,,
446,08/29/22 01:13:30 PM,101.732,37.055,,,,,
447,08/29/22 01:13:40 PM,101.722,37.055,,,,,
448,08/29/22 01:13:50 PM,101.722,37.055,,,,,
449,08/29/22 01:14:00 PM,101.722,37.055,,,,,
450,08/29/22 01:14:10 PM,101.732,37.055,,,,,
451,08/29/22 01:14:20 PM,101.726,37.165,,,,,
452,08/29/22 01:14:30 PM,101.726,37.165,,,,,
453,08/29/22 01:14:40 PM,101.726,37.165,,,,,
